processed_text,sentiment
jangan berharap lebih ketika anak bau kencur memimpin,positif
jubir gerinda ngomongnya tidak punya data,negatif
eckoprasetiyo9611 terus kamu yang gantiin,positif
fakta di lapangan tentang makan bergizi gratis lebih banyak membunuh umkm kecil daripada menyerap tenaga kerja bicara jangan cuman baca tulisan tapi denger keluhan masyarakat kecil,negatif
betul sekali bang ini bisa di buktikan kinerja para menteri prabowo gubernur bi yang terpenting dalam mengendalikan rupiah ke dollar as,negatif
saya punya uang emas bergambar garuda 7 keping apa bsa di tukar di bank,positif
tetap saja rakyat indonesia jadi korbannya,negatif
ngomong apasih tidak jelas amat suaranya,negatif
contoh paling dekat adalah vietnam 1 rupiah 15 dong viet tapi mereka bergerak menjadi calon ekonomi macan asia gdp nya tumbuh 8% tertinggi di asean dan menyusul indonesia dengan pertumbuhan gdp 561% ekonom ekonom antek barat setiap hari buat propaganda untuk membodohi rakyat indonesia yang tidak mengerti ilmu ekonomi jika vietnam dan indonesia konsisten dengan jalannya dan tidak perlu terpengaruh dengan provokasi provokasi antek george soros maka kedua negara ini kelak akan menjelma menjadi salah dua macan asia yang muncul dari asia tenggara jayalah indonesia,negatif
penonton oon oon maksudnya bagaimana tu bos ilmu ekonomi itu tidak ada yang pasti bro semua individu punya pandangan masing masing tentang ekonomi global tolong lebih di saring lagi ya bacot nya malu dong sudah punya segalanya tapi tata krama etika dan adab tidak di pake,negatif
mudahan bisa turun nilai dollarnya menjadi 10 rb rupiah spy pengumpul dollar menjual dollarnya,negatif
penyebab utama amalan korupsi jujur saja tidak usah belit ngomongnya,negatif
ganti presiden nya insyallah balik ke 16000 an yang bikin masalah kan memang program serampangan presiden yang dipaksa jalan demi janji kampanye sri mulyani ngakak guling guling ngeliat indonesia skrng,negatif
1 korupsi 2 perizinan ribet 3 kepastian hukum peraturan berubah berubah,negatif
disuruh sehat di negara yang sakit,negatif
menteri saja pesanan dan orang orang partai anggota dpr saja ada yang tamatan sd doang presiden sekarang sudah 4x gagal baru terpilih mau harap apa dari indonesia,positif
hayo pak pur buktikan kalau anda lebih baik dari sri muyani era srimulyani krisis berjilid jilid bisa diatasi blm lagibserangan virus korona sekarang giliran anda membuktikan kinerja anda pak pur jangan bacot doang yang gede,netral
bagaimana pediksi perang di ztim teng berakhir,negatif
saya punya 3 anak tanpa makan bergizi gratis besar dan istri sehat walafiat stop makan bergizi gratis saja pak tidak ada manfaatnya hanya penjilat yang pertahankan makan bergizi gratis,negatif
caranya bagaimana sih krj pke internet gaji dollar spil dong linknya,negatif
mony cenger ini jembatan jos soros dan imf untuk porak porandakan nkri uang mereka dintitipkan di situ yang main kelompok cia,negatif
indonesia eksport terbesar ya minyak sawet ke amerika eropah tidak mahu beli kerana masalah pembabatan hutan indonesia eksport no satu dunia jika amerika tidak beli dari indonesia dia bisa beli dari negara lain,negatif
manusia biasa di indonesia terparah se asean berarti tandanya memang pada cabut dari indonesia terus pindah ke negara lain makan bergizi gratis sudah lama dicurigai dikorupsi terus lama lama makin jelas dan terbukti presiden pun setiap pidato selalu makan bergizi gratis terus seperti indonesia ini isinya hanya makan bergizi gratis ya jelas pada kabur,negatif
kita saja kalau mau beli barang itu cari grosiran atau sumber pabriknya biar murah ini sskelas negara belinya ke broker,negatif
pemerintah masi memandang pasar saham tempatnya orang kaya pandangan sesat sekali 1 pasar saham etalase ekonomi negara jika buram apalagi retak investor kabur apalagi asing 2 retakan sekarang mulai merembet ke industri besar penebangan ukm nelayan rm dan lain lain 3 pasar modal sudah menjadi tempat usaha investor retail nyambi dagang kerja ngojek nunggu lamaan kerja tolong pemerintah jangan pakai narasi basi fundamental ekonomi kuat dan lain lain tapi selesaikan makan bergizi gratis kopdes mp subsidi tidak tepat sasaran 4 menkeu dan presiden tolong irit biciara selesaikan saja masalah no 3 inshaallah pasar bereaksi positif tks bro leo teruslah bersuara,negatif
gubernur bi nya wajib diganti karena tidak bisa jaga harga nilai tukar,negatif
he he he he diberikan berupa uang ke masing masing murid dan belanjakan orang tuanya tuk meningkatkan makan yang bergizi gitu bleh,negatif
indonesia kan importir migas kenapa diharapkan kenaikannya min,netral
gunanya protes apa coba tunggu saja tembus 18500 kalau sampai tembus segitu sudah saat nya rakyat bertidak menggulingkan pemerintahan sebab mau digulingkan atau tidak negara akan hancur biar prosesnya cepat ya gulingkan terus,negatif
purbaya lah lebih bener liat saja dollar besok jadi 5000 hebat memang purbaya sama si prabowo ini top no 1 di dunia,negatif
presiden tidak peduli akan hal ini,negatif
kata pak purbaya tenang saja dimana mana mall pasar dan toko toko masih rame tapi pak purbaya lupa bertanya bagaimana perjalanan omzet dan perkembangan nilai laba nya,negatif
ini pilihan rakyat aman saja koq,negatif
berharap indonesia pecahan terbesar 100 rupiah 1 1 rp,negatif
mending sekolah rakyat di perbanyak bagus itu visi misinya makan bergizi gratis kurang,negatif
makan bergizi gratis dan kdmp memang dibiarkan sampai pemerintahan hancur sendiri karena dpr tahu tidak usah repot untuk menggulingkan lama lama hancur sendiri karena didalam program itu banyak kebocoran yang dilakukan oleh pemerintahan itu sendiri berbanding terbalik kalau pemerintahan nya bener pasti dpr nyari nyari kesalahan itu hanya permainan politik oleh persaingan parpol saja dan yang dikorbankan adalah rakyat sendiri,negatif
bagus kontennya bang bikin kalang kabut ternak soros,negatif
salah judul siap siap ekonomi dikontrol amerika geser dikit ke china rusia langsung ambles ekonomi kita,negatif
jadi dengan mengetahui penyebabnya maka kami masyarakat akan mengetahui solusinya,positif
jangan kan nak beli nak nyambung hidup saja lah kepayahan,negatif
nilai tukar tukar rms ke rp 4000,positif
ahmadnurrokhim7016 rupiah sengaja dilemahkan itu statemnt paling tolol kalau china mah export nya kenceng lah indonesia mentok bool sawit sama batu bara bahan mentah,negatif
asal jangan palak investor dengan palak saham kabur lah mereka tidak percaya coba tanya ellon musk,negatif
rupiah itu dilemahkan gara gara tolak pinjaman dari imf n world bank saran nya ekspor tingkatkan impor turunkan tangkap koruptor dan kumpulkan uang hasil korupsi maju terus lawan dollar pak purbaya dan presiden prabowo,negatif
pake motor mobil listrik ah ribet amat gua bukan budak barat,positif
ringgit malaysia pecah rekor ke 4100 1 rm,negatif
keberadaan pinjol dan judo olwh sebagian pihak merupakan biang kerok kejatuhan rupiah kalau dibiarkan memungkinkan rezim jatuh ayo analisis yang cermat,negatif
alangkah baiknya biaya makan bergizi gratis tuk siswasiswi di tf saja ke orang tua murid itu lebih indah dan nyaman kl memang pemerintah kita mau sungguh sungguh,negatif
pemerintah pidato tmbh merosot rupiah ceo makan bergizi gratis saja cuek tidak mikirin,negatif
we have the same sentiments in ph our brothers and sis in ind,positif
sampai akhir tahun dollar 21rb,netral
jadi jelas ya kenapa nilai rupiah terus turun itu karena tidak ada yang mau membeli sesuatu dari indonesia jadi tidak ada negara yang butuh rupiah untuk transaksi produksi disini indonesia dianggap menjadi tempat untuk menjual bukan membeli kok bisa padahal sumber daya kita banyak ya pemerintahan korup,negatif
waktunya diuji kemampuannya tak ada yang sempurna tetap semangat,positif
wakakakaka analisnya ngawur parah terbukti hari ini jauh dari perdukunannya,negatif
respon presiden indonesia terhadap kondisi ekonomi dan rupiah sangat buruk bukannya menenangkan tapi malah membuat pasar kuatir dasar guo lok apa dia sengaja iq rendah seharusnya sbg presiden dalam kondisi sekarang : 1 menenangkan pasar 2 meningkatkan keamanan dan ketertiban 3 mengenjot daya beli masyarakat 4 menurunkan harga menekan inflasi 5 menguatkan rupiah,negatif
sudah ketahuan makan bergizi gratis itu ladang korupsi masih di terusin saja bagaimana itu president negri indonesia tidak lihat apa tidak dengar apa apa pura tuli pura buta waktu itu rakyat teriak makan bergizi gratis tidak ada manfaat nya,negatif
rule nya simpel: tidak bisa ngebantu jangan berisik tidak usah nambah nambahin drama pas dunia lagi tidak kondusif gini mending kita bersatu doain plus support pak prabowo biar indonesia tetep kokoh dan jaya,negatif
bpk siapa dan suami siapa ini yang kuromsiiu ini,negatif
sumber daya alam eksport hasil umkm mungkin bisa jadi solusi ya kak,positif
gagal fokus sama riviu makan bergizi gratis,negatif
pakar mimpi bahas ekonomi pakar mimpi bahas dollar untuk kepentingan pribadi kapitalis ya gitu,negatif
tidak peduli lah saya orang desa tidak pake dollar,negatif
inilah pemerintah banyak yang koruptor sehingga gampang naik dolarnya,negatif
memaksa keafan banget yang penting bisnis korupsi jamaahnya bagi sebagian orang tertentu tetap jalan anggaran triliunan setiap haripun dapatnya menu lauk mkn kucing apalagi sudah dipotong pemerintah goblok indonesia dri jaman dahulu setan semua,negatif
bukannabi z3z lha kan sudah saya bilang di komentar saya kalau di masa 6 presiden hutang nkri cuma 4000 t yang artinya kalau mau diratakan maka 1 presiden cuma ngutang 666 trilyun doang dan itu tidak sebabkan harga bbm beras gula mahal kayak sekarang di masa jokowi cuma 10 tahun doang 1 presiden bisa hasilkan penambahan hutang 4000 t bisa kamu bayangin kagak beban kas negara untuk nyarutan hutang yang akhirnya subsidi dipangkas,negatif
oalah teryata benar juga apa kata pak prabowo indonesia bubar di tahun 2030,positif
sok ngancam pemerintah ini mahasiswa padahal setelah lulus kuliah ntah bisa menciptakan lapangan pekerjaan untuk diri sendiri,negatif
jangan bandingkan dengan jepang di sana pejabat yang gagal mundur,negatif
bi rate naik banyak dollar nguat tipis ihsg otw nge drop,negatif
biang kerok ter puruk nya rupiah dan ihsg adalah makan bergizi gratis koprasi merah putih,negatif
makanya jangan suka pungli dan korupsi orang pada takut,negatif
semoga sehat selalu pak pur agak kurusan liat kasiann sehat selalu pak,netral
sebagai masyarakat biasa aku punya feeling kalau pak purbaya sudah maximal banget dalam kerjanya yang dibutuhkan adalah kerjasama jika ahli ahli pengamat punya ilmu bijaklah dalam menyampaikan kritik dan sampaikan saran kaliankan orang orang cerdas bangunlah bangsa ini bersama,negatif
apresiasi untuk pemerintah dan aparat yang berani membongkar dugaan penyimpangan di program makan bergizi gratis meski melibatkan pihak pihak besar,negatif
sory bang untuk konten ini saya males nonton dan skip karena sudah males sama berita di negri bobrok ini liat judul saja sudah muak dan bikin ovt sendiri,negatif
jangan berhenti di 3 pimpinan nya makan bergizi gratis ini korupsinya sampai daerah,negatif
seharusnya petrodolar itu di hapus saja masak iya orng yang jual minyak dollar yang naik daun brics lebih masuk akal kan,negatif
bi checking berguna untuk mencegah nasabah bermain nakal ke berbagai platform pinjaman lebih baik uang dipinjamkan ke orang yang bersih bi checking karena terbukti jujur dan bertanggung jawab terhadap hutangnya,negatif
tidak paka tunggu tidak pakai lama memasuk era degitalisasi global seperti sekarang ini dan seterusnya sudah waktunya bank indonesia meluncurkan dan mengesyahkan uang rupiah degital semoga bangsa indonesia seluruhnya seutuhnya siap menerima dan siap menggunakan uang rupiah degital semoga aman lancar dan sucses dalam kehadiran uang rupiah degital dari pusat kota sampai keseluruh pelosok desa terpencil sekalipun di wilayah indonesia untuk kesjahteraan bangsa indonesia seutuhnya,negatif
menurut saya itu tidak bisa dianggap remeh,negatif
tidak ada hubungan bukan marah tapi takut di copot,negatif
17k atau 18k buat kencang,negatif
fakta pemerintah prabowo sekarang warisi ke iadaan bohong mana ada ekonomi membaik pengangguran sekain banyak,negatif
amerika masuk dalam permainan pak prabowo,netral
ayo gerakan stop nabung dibank agar uang anda tak hilang diprediksi rupiah sampai dilevel 20000 per dollar,negatif
suku bunga naik 50 basis point nilai tukar langsung menguat,negatif
000017 persen dari total total siswa di indonesia sekitar 57 juta siswa maka ada 97 orang yang keracunan makan bergizi gratis benarkah cuma 97 orang,negatif
18000 masih aman nanti nyentuh 22000 kog,negatif
uang sudah sangat terasa nilainya berkurang,negatif
pak paruh waktu ngk dapat gaji 13 daerah klteng pak,netral
saat ini awal januari 2026 harga beras dunia sedang turun dari dollar 650 ke 400 t kemungkinan besar karena indonesia sudah berhenti jadi importir pembeli beras dari luar negeri di level harga dollar 400 kali rp 16500 rp6600000 t atau rp 6600 kg jika harga beras dunia rp 6600 kg berapa harga export beras indonesia,negatif
salam dari yuk69 korupsi di negeri ini karena sistem eksekutif tidak dapat di awasi oleh legislatif malah bekerjasama secara politik,negatif
dia sudah di salam rezim agak bias jadinya,negatif
tidak harus apa apa karena dia juga tidak mengerti go makan bergizi gratis,negatif
makan bergizi gratis makanan bergizi gratis makanan beracun gratis,negatif
saya kalau nonton konten yang ngomong ai bukan pemilik akun asli yang kelihataan expresi mukanya bodo amat,negatif
influencer wna buka web sewa abcd ke wna lainnya transaksi pakai dollar wna buka usaha abcd sedangkan bukan visa kerja banyak masalah wna disini bosku,negatif
keren mas tiyo dalem banget pernyataan nya,positif
makan bergizi gratis jaya antek antek asing tenang koperasi sudah pada buka karena pilihan kita,negatif
kelihatan pak daud sering mengeluarkan statement yang membingungkan kalau bisa jangan berbicara seakan seakan indonesia akan hancur harus kita sebagai anak anak tuhan tetap mendukung pemerintahan indonesia harusnya kita sebagai bangsa indonesia menganjurkan jangan nabung dollar tapi nabung rupiah untuk mendukung dan mensukseskan program perintah tuhan yesus memberkati,netral
cobalah dpr lakukan revisi untuk peningkatan hukum kita agar kita lebih dipercaya di mata global seperti untuk koruptor berikan hukuman mti bagi pelaku penyitaan asset denda 200% dibebankan ke keluarga tanpa ampun kemudian aturan jangan terlalu banyak berubah berubah di tengah tengah agar investor tidak kapok program program yang tidak terlalu urgensi diharap bisa di flter kembali sementara dalam kondisi ini kemudian arah diplomasi mungkin jangan terlalu banyak kerjasama kontroversi dengan usa yang notabenne mereka itu imperialis ingatlah selalu pepatah bung karno jika masih seperti ini terus yaa kita akan semakin hancur semakin lambat pertumbuhan semoga saja pemerintah bisa lebih meningkatkan kembali,negatif
ganti purbaya tanggung jawabnya di serahkan ke bank bi makan gaji buta purbaya,negatif
fix si prabowo presiden terburuk ngalahin mak mega banteng sekarang,negatif
petani: membersihkan uang perlembar dari dari noda kotor jorok sampai bersih begitulah kami menghargai sebuah pembayaran,negatif
ini ada unsur kesengajaan direncanakan diorganisir dan dikoodinir oleh orang orang kuat yang masuk dan berada dalam lembaga negara dan niatnya memang begitu merusak dengan melakukan korupsi secara berjamaah anggaran negara khususnya makan bergizi gratis dijadikan lahan banca an dan tidak peduli apa yang akan terjadi dengan jelasnya dari salah satu tersangka mengatakan banyak yang terlibat dan akibat buruknya yang kena imbasnya pemerintah terjadi lagi kejahatan korupsi ini sangat meilukan dan menyedihkan rupanya reformasi dulu itu yang demikian yang diinginkan bobrok sudah mental mental para budak nafsu harta yang ironisnya dilakukan oleh orang orang yang ngaku agamis tetapi prilakunya bikin nyesek dada,negatif
stupid tidak ada ringgit melemah,negatif
indonesia kebanyakan ormas dan banyak aksi demo,negatif
semoga perekonomian indonesia segera membaik dan bisa pulih pertumbuhan ekonomi selanjutnya,netral
desa 2 setiap tahun di berikan sama pemerintah uwang pada di kemanain,negatif
tadi beli roti sebungkus di indonesia maret biasanya 11 rb skrg sudah 13500 ok gas,positif
indungunesia injak balik salam 18000,negatif
ekonomi indonesia kata nya naik 56 sekian tapi rupiah makin melemah harga harga mahal daya beli masyarakat melemah lapangan kerja susah kata nya uang kita banyak kita siapa aku suka loh sama pak purbaya tapi makin kesini kok kata kata nya berbanding terbali dengan kenyataan yang rakyat rasakan kok kaya lgi di bodohin asli aku bingung,negatif
bowo bulan madu terus sih kan orang ndeso tidak perlu dollar wkwkwkwk,negatif
tidak mungkin dilemahkan bang kalau negara kita lebih besar ekspor drpd impor memang ada untungnya jika rupiah dilemahkan tapi kita defisit lbh banyak impor berbanding ekspor jika rupiah dilemahkan maka akan tambah boncos impor bbm saja sudah brp duit blm lagi lain spt kedelai gula gandum elektronik dst,negatif
gara gara makan bergizi gratis ini pak triliunan uang jadi tai tidak diputar jadi manfaat riil,negatif
banyak koruptor di indonesia jadi rupiah jatuh,negatif
ini mafia bank bi harus turunkan bunga 1% seperti contoh bank vietnam beri bunga 1% dan mafia bank bi yang bikin rupiah anjlok,negatif
semangat pak pur orang yang ngomong pak pur mundur dikira dia lebih pinter,netral
iya ya pake daun kelor kali ya,positif
beli mesin asml dengan rempah rempah,positif
karena kebijakan bunga% inflasi dan riba yang membuat harga mben tahun terus naik melonjak,negatif
coba tidak terpaku sama teori bung cari cara turunkan nilai dollar tidak ikhlas saya kekayaan alam indonesia ditukar sama kertas print doang,negatif
mantap tembus 30 k rupiah,negatif
susah purbaya karena bos anda itu asma asal mangap membuat investor mikir,negatif
pak prabowo dan pak purbaya kuasai aset negara jangan dikuasai orang suasta,netral
bergizi bagi pejabat yang dapat proyek makan bergizi gratis program abal abal yang pelaksanaannya penuh amburadul cb di cek di semua daerah anakku juga setiap hr dapat yang katanya bergizi tapi layaknya di makan ayam rata rata 6rb porsi,negatif
h semoga dibisakan ben bijaknye hadir harapannye glombang tsunami ekonomi yang nyata tlah di depan mata bisa terlewati,netral
di baca kek yang di sukreb jangan punya kakek saja yang kami baca,positif
bismillaah semoga sehat sehat bapak purbaya dn di lancarkan semua urusannya yang kuat dn sabar ya bapak purbaya,positif
tahun berapa kamu pinjam uanya 100 dan berapa harga emas di tahun itu kamu kembalikan uang 5 tahu kedpan berapa harga emas kedpanya,positif
pesanan gundul mu media ambil informasi berdasarkan data di lapangan memang menurut kamu rupiah jatuh itu framing media oon ya memang prabowo tidak bisa kerja sesimple itu itu lah kenapa rupiah melemah karena pelaku pasar tidak tertarik dengan program prabowo selama ini apalagi prabowo mengeluarkan pp no 24 tahun 2026 yang mengatur mekanisme ekspor satu pintu single exporter lewat danantara ini kan gila,negatif
sudah swasembada pangan kok import beras kirim data konsumen ri ke as ancur ancur indonesia,negatif
wahai ormas segera lah mengatur rencana untuk memalak para investor itu cemungut,negatif
channel ini kajiannya bikin adem,negatif
begitulah ternak anies yang sup3r d0ng000 salah mulu sudah sekolah lulusan sd iq rendah gayanya sok pinter aslinya t0l0l minta ampun ngeluh mulu,negatif
kok aneh ya kan di desa tidak pke dollar sat,negatif
halah terlalu teori luh ndut lagi dikerjain titik siapa imf usa singapura moody s etc etc kamu liat saja di komen buzzer buzzer asing banya banget,positif
1dolar ke rupiah saat ini 18095 1dolar ke ringgit 43 atau jika dirupiahkan 18135 nyalip rupiah sebab malaydesh tidak mau kalah dengan ringgit yang harus berjaya meskipun ngos ngosan untuk menyalip namun rupiah mengikhlaskan dalam hal ini monggo ngajeng mawon cuk kata rupiah sambil mampir ke warung kopi,negatif
optimis ekonomi indonesia akan membaik kedepannya,negatif
para monyet monyet ngomong mengenai fiskal dan moneter dimana hasil tidak ada rupiah terus melemah biaya hidup golongan bawah kian sulit ganti satu set kopral prabowo fufufafa dan gub bi plt presiden purbaya,negatif
anakku cuma dapat sminggu terus g ada,positif
ya hebat dong presidentnya hebat toh sebentara lagi pulang dari france bawa brita gembura loh menarik investor france di indonesia,negatif
jdi ini alasannya bro sampai ikutan invasi palestina biar dibuatkan jalan oleh paman trump kah,negatif
penerintah alih alih bukan memperbsiki keasaan ekonomi nilai tukar rupiah melemah justru pemerintah menambah mssalah beban bgi rakyat serta pengusaha dalam negri karena bnyak yang tambah terpuruk keadaan contoh : spti kredit kendaraan mtr kredit kpr dsb sudah pasti naiknya harga harga keseluruh nya yang tadi nya sudah naik akibat kebijakan pemerintah serta perang iran vs as yang meningkatnya harga minyak dunia yang berdampak krisis global dunia pemerintah bukan untuk cari solusi agar tetap bisa bertahan tetapi justru pemerintah tlh hamburka uang lewat program makan bergizi gratis kmp apa manfaat dri program ini beracun masuk mulut keluar dri pantat tidak ada gaedsh nya kmp sejak presiden ke 6 8 kopresi tidak terlihst ada yang expsis jga kini hnya mrokan banjakan korupsi sja sudah sangat jelas itu arima bau korupsi nya tinggal lihat sja sbrpa kuat masalah ininpemerintah tutupi yang pada akhir nya tiba tiba negara kolef spti bhkan lebih parah dri tahun 98 rakyat ber hrp jng terjadi,negatif
ekonominya jelek ya pemerintah jelek,negatif
bro think dia jack sparrow kali mau melawan ombak,negatif
selagi indonesia masih ternak koruptor ormas pungli sampai kiamat indonesia tidak akan pernh maju prabowo subianto mana ni tebal muka nya lihat indonesia jadi hinaan negara luar,negatif
jangan panik purbaya masih tersenyum,positif
zu1672 bennix mah jualan konten men,negatif
the future of energy dari palm oil alias sawit makanya banyak yang menentang potensi sawit indonesia minyak sawit indonesia diframing merusak lingkungan dan banyak agen antek musuh ekonomi indonesia menolak perkebunan kelapa sawit indonesia lewat kampanye hitam di medsos dan media masa lokal kalau salah mengelola memang mengkhawatirkan khususnya terhadap alam lingkungan pertanyaannya bagaimanakah kita mengelola su paya sustainable developmentnya tercapai konon negara negara maju dan negara penjajah di nehara negara tropis memang datang untuk menanam pohon ini pada saat itu digunakan untuk pelumas mesin mesin industrinya contoh di indonesia masuk di akhir abad 18 mulai ada perkebunan kelapa sawit oleh ilmuwa dan investor belanda pada saat itu termasuk perkebunan sawit tertua yaitu di daerah sumatera utara makanya ada perusahaan perusahaan raksasa seperti london sumatera indonesia pt lonsum pt bakrie sumatera plantation yang didirikan tahun 1910 an setelah pohon sawit masuk indonesia tahun 1848 konon asal pohon ini dari afrika selatan dan daerah nusantara pada saat itu suda masuk radar mapping hilirisasi global palm oil yang produk turunannya bisa untuk industri mesin industri kosmetik industri energi industri pangan industri kimia dan lain lain dengan nilai komersial yang sangat tinggi alhamdulillah indonesia menjadi produsen terbesarnya 60% didunia itu mungkin baru 1 1000% wilayah yang menjadi kebun kelapa sawit,negatif
andalan senjata negara lain mana mau bukan uang tapi kehormatan kalau semua orang bisa berarti bisa untuk menyerang mereka pula hargai itu perlahan lahan,negatif
indonesia punya pasar besar diseluruh wilayah indonesia tapi karna yang dipaksa bertumbuh hanya berpusat di pulau jawa akhirnya nkri terlihat kecil dan rapuh karena gampang digoyang begitu pulau jawa diserang maka seluruh wilayah nasional menjadi lumpuh,negatif
diracuni saja biar mampus semua kata kokori,negatif
rakyat indonesia tidak ada pengaruh dengan dollar krna rakyat indonesia hidup di negara kaya dan di pimpin oleh orang bijak dan ngk korupsi,negatif
ini hasil dari efisiensi rakyat jadi korban makan bergizi gratis terlalu di paksakan lebih menguntungkan para tikus baru,negatif
orang tol0l kalau pada komen pusing liatnya yang dikhawatirkan investor dan pembeli tentang export satu pintu itu adalah masalah kinerja pemerintah indonesia yang terkenal lambat dan tidak becus kerja kalau kamu pesan batu bara skrg ke indonesia lalu dikerjain sama pemerintah bisa bisa dikirimnya tahun depan saking lambatnya liat hasil kerja pemerintah selama ini di makan bergizi gratis dan danantara teorinya memang bagus tapi pelaksanaanya tidak pernah bagus,negatif
menunggu tanggal cantik versi kemerdekaan 19875 ribu dollar 17 08 1945,negatif
bagaimana akan bergisi menunya hanya begitu begitu saja sayurnya sak iprit lauknya juga sak iprit,negatif
gapapa lah tinggal cetak saja ya jengkol ketoprak warteg gaji pns vuma butuh rupiah saja kok,negatif
intinya jangan menciptakan kepanikan selama pemerintah berusaha,netral
trum kampret msci lebih kampret,negatif
lah bagaimana sih kan negara kita kaya raya malu dong suka ngapesin diri sendiri,negatif
dari mana mintol mulai dari jalan baru daerah habis itu hilang,negatif
lama lama jinak juga sama si donal bebek,positif
inflasi adalah kebohongan kezaliman dan pemiskinan aktifkan kembali uu tahun 1946 rp 1 05gram emas uu itu masih berlaku,positif
apa kamu kata kamu mau kaya di morowali semua perusahaan chinaa sampai sampai pekerjanya pun harus dari china sampai pada bentrok dengan pekerja lokal as masih mau pake pekerja lokal,positif
mungkin pedagang ini doank kali ya perasaan saya ke tempat makan yang harganya lumayan mahal masih rame rame saja pusat perbelanjaan juga masih rame,positif
seperti itu mau ngasih kebebasan udara nasional ke ameriki di perdagangan saja dicekik oleh ameriki wkwkwkwk,negatif
bwt rakyat miskin aplgi ibu hamil menyusui n py balita terbantu karena ada makan bergizi gratis mrk bilang lumyan setiap hr py snack roti susu nasi plus lauk pauk n buah2an jadi uangnya bisa u kebtuhan yang lain,negatif
gaa bejus saja pada bodohh pinter pinter jaman dulu orang indonesiamah,negatif
empunya tanah kan orang bali juga bukan maksudku yang menjual tanah pertama pertama ke bule bule itu orang bali sendiri atau bukan,negatif
sudah sudah program makan bergizi gratis menu bagi bagi gratifikasi jika di lanjutkan dengan berat hati saya bakal stop bayar pajak keseluruhan,negatif
lama kembali ke tempoe doeloe pakai dokar,negatif
bang bennix teriak dong: nkri harga mate kayak scream pak prabowo: hidup jokowe,negatif
sering di bilang indonesia minyak sawit terbesar dunia tapi apa guna kalau warga sendiri harus bayar harga minyak goreng tinggi,positif
bukan dollar yang naik tapi rupiah yang anjlok karena melihat krus dollar mata uang negara lain stabil jadi perlu dipertanyakan kinerja pemeritahnya,negatif
pak prabowo pernah bilang orang desa tidak pake dollar,negatif
bukanya mentri ini yang dipuja setelah gantikan ibu sri yaa saya sii kagaa banget,negatif
suku bunga lending facility: disesuaikan menjadi 6%,positif
pihak ketiga ya yang lagi pidato atuh ah jaga gengsi,negatif
karna bunga naik maka yang banyak uang lebih memilih menyimpan uangnya di bank yang berarti peredaran uang berkurang tau sendiri kalau barang rupiah dipasar berkurang maka harga jualnya rupiah akan naik,negatif
biar rupiah melemah tapi tapi para pejabat negara anggota dprd dpr dprd mentri masih hidup enak enak polisi polisi msh hidup enak cekik masarakat rakyat,negatif
sebagai petani saya setuju dengan program makan bergizi gratis karena bisa menyerap hasil dari pertanian terutama sayur dan buah intinya yang penting brantas tuntas para koruptor jika pemerintah berhasil memberantas korupsi jangankan makan bergizi gratis untuk para siswa seluruh wni dikasih makan bergizi gratis pun ada kok uang indonesia banyak hutang bukan karna indonesia miskin tapi krna pejabatnya banyak yang korup,negatif
amerika yang pegang hancur ekonomi kita yang hancur,negatif
ditunggu komentar mr purbaya sang ahli moneter jangan cuma piawai nyenggol kawan sejawat di kabinet,positif
biasanya yang bicara pak menlu tpi podo wae jubir atau apanya sih si teddy ini ko cara tata bicaranya seperti tidak ada talentanya,negatif
iya uang negara banyak tapi logikanya kalau digunakan buat membiayai program ini secara merata ke seluruh siswa i setiap harinya mah,negatif
negara kok baper mulu sama kritik kocag,negatif
akibat percaya sama bennix yuk 20ribu,negatif
bapak awalil rizky coba bahas defisit apbn yang bengkak sampai bulan february 2026 yang sebesar 1357 t atau sentuh 053 pdb,positif
negara akan makmur bila jadi negara produsen bukan import ketertinggalan bisa di kejar dengan akselerasi semoga berhasil,negatif
jokowi 10 tahun buat negara terpuruk skrang prabowo melanjutkan terus s gibran kaesang terus anak gibran anak kaesang,positif
bener banget memang lagi berat situasinya tapi klaim investasi yang masuk itu kan prosesnya bertahap tidak langsung instan ngerubah keadaan dalam semalam mari kita kawal bareng bareng,negatif
beras harga tetap 13ribuan saya beli di penggilingan,netral
banyak para pakar ekonomi indonesia ngomel akibat dollar menghujam rupiah tapi adakah mareka membicarakah langkah langkah tak tik jitu mengatasi anjlok rupiah agar rupuah berangka kecil,negatif
tidak mengerti ekonomi jadi pejabat,negatif
kasian mereka sementara yang diatas diguyur uang milyaran setiap hari masyarakat hanya bertahan hidup,negatif
malaydesh no 1in the world export belacan,positif
pidatonya harusnya berapi api volumenya agak lebih tinggi biar terkesan semangat sekali,negatif
koruptor full senyum nyimpen uang dalam dollar,netral
kalau mencapai 25000 tanggapanya satu dari menkeu jawabnya masih diperhitungkan kalau laki jadi mentri keungan megang uang pasti ngk beres cocok perempuan megang uang mentri pejabat minta uang bakal di semprot dulu habis habisan,negatif
negeri yang paling iri konohadesh jawadesh suka hina negara orang lain pacarsiladesh yang tak boleh pakai raja kurapsi dunia,negatif
bagaimana mau belanja rakyat y berjuta berjuta kena phk begini pakk buu pedagang harus tau keadaan masyarakat y lagi sengsara berjuta berjuta orang nganggur,negatif
alih alih memberikan gizi pada anak anak malah yang gemuk pejabatnya karena ngasih rakyat cuma 10 ribu menggaji pejabatnya 50 ribu,negatif
