processed_text,sentiment
telatt vietnam thailand malaysia dah babat hutan u perkebunan durian,netral
kemaren bi kemana saja inisiatif ini seharusnya sudah dari dulu dilakukan,negatif
sontoloyo sok yes ngelola pajak rakyat santai bahasa warkop dipakai tidak karuan tidak punya target pertumbuhan kedepan hasilnya malah devisit,negatif
khan katanya fundamental ekonomi kuat data bank dunia salah imf harus minta maaf sepertinya s pak dan moody akan menurunkan rating indonesia baru kamu semua kelabakan sepertinya msci akan menurunkan indonesia ke frontier market hancur sudah,positif
kata siapa bodoh ringgit malah naik,negatif
warga indonesia kalau jumpa bennex kirim salam tanya apa cerita baru kokori tengah bercakap dengan ai sama sama betapa dalam gua,netral
blundernya benix itu di kata kata dollar menguat rupiah melemah itu bagus untuk export,positif
mgb lama lama asal asalan,negatif
saat ini di indonesia sudah sedikit negarawan dan mau kerja saat ini banyak politikus dan pengamat sehingga mengganggu stabilitas negara,negatif
kelakuan si peri paijo paijo jo blunder paijo,netral
seakan akan si prabowo pahlawan nya padahal dia lah ketu nya,netral
makan bergizi gratis dan kopdes merah putih walaupun bagus di kertas tapi terlalu membebani apbd dan perjalanan di lapangan juga berantakan dan aneh saja masak anak yang mampu dan yang tidak mampu di campur harusnya cuma untuk yang membutuhkan dan masak puasa makan bergizi gratis masik jalan bingung sama keputusan pemerintah ini,negatif
niat si bagus tapi alangkah bagusnya tutup saja makan bergizi gratis,negatif
katanya dollar sudah tidak pake lagi tapi pertukaran dollar rupiah masi juga di siarkan dan di banggakan aneh,negatif
tolong bahas bahlil yang sekarang framing nya tiba tiba bagus banget apakah memang kinerja bagus atau cuma ulah buzzer,netral
upah di negara kita bahkan kebanyakan belum bisa untuk hidup layak bagaimana bisa investasi jangan pakai standar hidup keluargamu bro kami masih dalam tahap berjuang untuk tetap hidup saja sudah alhamdulillah,positif
tenang saja pak rakyat di desa tidak menggunakan dollar kok,positif
biang keroknya itu partai yang kalah pilpres kemarin,negatif
resesi itu berbeda dengan valas dan saham valas adalah alat buatan barat untuk mengeruk keuntungan melalui hutang suatu negara miskin berkembang secara legal agar negara penghutang tidak bisa maju maka dari itu barat membuat banyak lembaga keuangan untuk menebar jaring hutang saham di buat barat untuk mencuri perusahaan potensial tanpa harus memulai dari nol secara legal resesi di sebabkan daya beli masyarakat yang lemah dikarenakan harga barang yang tinggi yang disebabkan oleh permainan valas sehingga pengusaha mencari aman dengan menaikan harga setinggi mungkin sampai valas stabil kalau di indonesia harga kebutuhan pokok di subsidi dan di atur oleh negara sehingga walaupun rupiah melemah pengusaha menaikan harga pemerintah memberi insentif agar harga stabil masalahnya di sinilah kong kalikong pengusaha aparatur negara dalam memberikan intensif memang secara umum rakyat terbantu namun yang memainkan valas sehingga pengusaha mendapat insentif adalah : aparatur moneter pengusaha mafia untung indonesia negara kaya jika tidak indonesia sudah bubar sejak 28 tahun yang lalu karena negara sudah habis di grogoti oligarki korup dari sipil militer dengan bekerja sama mafia lintas negara singapura hanya memanfaatkan kerakusan ini yang lucu itu adalah negara negara yang mata uangnya kuat justru daya jual barang dalam negeri menjadi sangat mahal sehingga masyarakatnya tidak sanggup membeli kebutuhan kebutuhan hidup karena harga yang tinggi itu pengusaha mencari keuntungan besar mereka membeli barang kebutuhan lewat negara yang mata uangnya melemah sehingga barang barang lokal mereka justru tidak laku karena harga mereka menggunakan mata uang negaranya yang tinggi satu lagi karena adanya ekspor satu pintu maka negara negara yang bekerjasama dengan imf dan wb melemahkan rupiah rakyatnyapun kelaparan karena selama ini mereka dapat ke untungan besar dari mengimpor dari indonesia kini mereka tertahan kebijakan jenius satu pintu pak prabowo,positif
pangan aman awit mu yang aman,positif
apaan sih ribut ribut santai ajalah tunggu hilirisasi kemenyan gus gibran jalan pasti menjadi game changer,netral
aneh banget fakta dan alisis tidak ada kaitannya,negatif
seminggu ke depan dollar 19000 ihsg 5300,positif
kasihan wajah pak dadan tidak ada ekpresinya atau mungkin pak dadan itu terminator t800,positif
ujung ujungnya nambah hutang bukan nya stop makan bergizi gratis,negatif
hukum pasar banyak permintaan lebih dari produksi nilanya naik sebaliknya permintaan dollar mendunia sementara rupiah permintaan sedikit,negatif
lemmas apaan sepakat kok dengan aturan prabowo buktinya gaji pns dan pensiunan tidak dinaikkan tidak ada kesejahteraan dengan hasil sumber daya alam yang melimpah ruah mala pemerintah berkuasa punya siasat sehingga sembako naik drastis melambung tinggi bikin rakyat sengsara dan menderita tapi sepertinya itu beliau memang sudah setting dan sengaja,negatif
makanan beracun gratis singkat nya makan bergizi gratis,negatif
hai kartini kamu dapat lakukan belanja bijak dengan cara berbelanja sesuai dengan kebutuhan ya dan jangan berlebihan biar makin jelas yuk sama sama kita lihat tayangan edukasi berikut,netral
orang kaya indonesia uang ya di simpan di singapore lebeh selamat,negatif
bodo amat kita khan tidak pakai dollar,netral
brapa fe untuk paraa penjahat penjahat negaraa kalau buat kilang lagi para pejabat mrongos soalnya,negatif
strategi ini untuk menghilangkan saham saham micin jadi nanti ketahuan saham micin sehingga yang tersisa hanya saham saham berkualitas akan bertahan strategi selamatkan perusahaan berkualitas dan investor,netral
sibuk klarifikasi itu tanda kalau mereka sebtulnya tau kondisinya sudah sangat parah pasar tidak bisa kamu bohongi kyak ternak peliharaan kamu,negatif
aman saja bang meskipun ihsg sama rupiah ancur yang penting gajian masih masuk tunjangan gedhe setiap bulan makanya dia senyun senyum saja,positif
yang edaran baru saja sudah banyak yang lecek kumel burem pecahan 20 ribu 10rb 5 ribu 2rb 1 ribu yang bagus kualitas kertasnya hanya 50 ribu 100 ribu,negatif
akibat milih karena gemoynya saja nih,netral
mau cari utangan ke amerika anti asing mau ngemis ngemis ke cina anti asing teriak teriak free palestina mana mau amerika bantu,netral
banyak produk yang di miliki indonesia tapi banyak di salah gunakan contohnya cpo indonesia mau ikut biar merata lah,positif
rupiah go to 20 ribu bye bye,netral
dear admin tanya donk berapa angka inflasi di indonesia saat ini,netral
si qorun yang menyebabkan dollar naik indonesia dijajah oleh bangsa sendiri,netral
lengserkan wwo gibran negri ini tidak baik di pimpin odgj,positif
keren mas awalil dan mas yanuar,netral
mentri ma presidene podo bae ra ngenah,positif
kalau pak mau tobat supaya tidak memalukan keluargaku bongkar orang yang terlibat,netral
pikirkan sendiri punya rumah di amerika tetap orang amerika kalau tak mau kerja sama nanti aset aset di sita sama koboi,negatif
jika sumber daya alam kita kaya dimana ahli ekonomi kita pusing karena masyarakat susah berarti ada yang salah sedang yang maling tidak disentuh,positif
gaji guru honorer kalah dengan tukang cuci ompreng,netral
negara jangan menyerah dengan mafia dan pihak asing export 1 pintu harus dijalankan demi melindungi kekayaan nasional walaupun banyak tekanan dari mafia dan pihak asing melalui pelemahan rupiah dan bursa saham gabungan tapi tidak boleh menyerah pak prabowo harus kuat walaupun banyak yang ingin menjatuhkan dan menjagal kebijakan 1 pintu dan abaikan komentar para penghianat bangsa negara tidak boleh menyerah walaupun banyak serangan dari netizen bayaran mafia dan asing negara tidak boleh menyerah dari para penghianat bangsa,positif
masalah utama adalah fiskal kita kenapa masalah krena dikelola sama manusia rakus tidak ada niat membangun negeri,negatif
untung sa pu mobil panther jadi aman sudah mau b100 juga aman,netral
sabar pemilihan periode ke 2 pasti menang lagi,netral
memang mengerti apa kau dasco kerjaan kau saja tidak jelas memang kau pikir dpr itu ada gunanya apa ndasco mu,netral
makan bergizi gratis makan geratis indonesia di jawa nganjuk jawa timur surabaya pulau jawa,negatif
kegagalan sistem ketahanan pangan tengkulak itu mafia pertanian,netral
intinya serokk dah itu saja,netral
kemarin pada sibuk cari investor kabur semua kan apa kah pemeritahan sekarang masih bisa di percaya sama investor,negatif
memangnya dengan menaikkan bi rate perang akan stop alasan saja dampak global ingat ratusan juta nyawa terdampak karena kebijakan mu jangan main main sama karma kalau tidak mau hidup susah jutaan kalpa,negatif
kata kata hari ini gas elpiji nya kurang besar di besarin lagi dong odo,negatif
ada yang sibuk mikirin pertamax naik motor saya tidak pakek pertamax,netral
kita juga yang sengsara akhirnya gara gara salah kebijakan ujung2nya rakyat juga nanti yang akan di peras,netral
bapak presiden yth hulunya dulu pak diperkuat apa itu : 1 bapak bilang birokrasi kita berbelit belit dan itu juga dikeluhkan oleh oleh investor china dan eropa yang gagal berinvestasi lantaran terhambat birokrasi 2 segera sahkan uu perampasan aset dengan memiskinkan para koruptor kalaupun hukuman mati belum bisa dilaksanakan dan buat uu khusus untuk hukuman para koruptor kemaren bapak pernah bilang kepala bpkp menghadap bapak dan mengatakan ada orang dekat bapak yang terindikasi korupsi apakah dilanjutkan atau tidak ini membuktikan para koruptor tidak takut tidak segan dan tidak peduli lagi dengan teman atau lawan bagaimana orang lain orang yang terdekat pun mau korupsi 3 setelah semua dilakukan silakan mau bikin program apapun akan aman dan terkendali,positif
hanya bisa wujud jika hukum nya tidak rusak spt skrg,netral
program 19 jt malah dilupakan,negatif
kemaren berita di cnn orang rame rame jual dollar di harga 17300 sekarang udeh 17800 muncul berita lage orang rame rame jual dollar besok besok bisa 18000 yang udeh jual bisa senyum kecut kayak si koboi,netral
mana ni yang bilang sistemnya amburadul,netral
ya itu atasan mu yang melakukan nya wajar lah kamu stress,netral
ayo para patik malaydesh pada belanja di indonesia di sini murah biar toko toko di malaydesh pada tutup,positif
negeri tipu tipu itu jelas,negatif
si mulut besar qodari sudah dapet daging mulutnya mingkem,negatif
dia tau kalau panik juga tidak ada gunanya secara dia juga sudah give up lebih baik lempar ke bi saja,negatif
ppi rendah mau ngarepin apa investor,netral
antek antek asenk dah trima dollar soros oh nis dah bakdk yaman ap blon,netral
ketahuan kamu itu gerombolan sakit hati iri dengki munafik kepanasan belum movis on boleh di baca rata rata komennya sama gerombolanmu sok tahu merasa kuminter padahal kamu itu gerombolan maling teriak maling kepanasan dan coba apa yang telah kau berikan pada bangsa negara dan rakyat indonesia yang jangan asal jeplak sok tahu merasa kuminter alias kamu itu tukang ngibul tukang nyinyir alias gedabrus kepanasan dan alias kamu itu ibarat tong kosong nyaring bunyinya saja alias gedabrus,negatif
mungkin bukan bajingan bang tapi di tengah krisis ada baiknya individu mencari keselamatan masing masing jadi influencers influencers itu mungkin memberi saran pribadi untuk keselamatan orang orang saja tidak semua orang juga nasionalis banyak oportunis namun tidak lantas oportunis itu adalah bajingan sesat,negatif
ini harus patut disyukuri apa yang menjadi kebijakan dari pemerintah kerja sama yang baik antara bank indonesia yang dipimpin oleh bpk perry warjiyo gubernur bank indonesia ada juga wakil ketua dpr bpk dpr dan pemerintah dan juga bpk sufmi dasco ahmad ada juga bpk purbaya yudhi sadewa mentri keuangan ini kebijakan yang baik sekali,positif
transparansi dalam membongkar aktor korupsi justru menunjukkan keberanian pemerintah menegakkan integritas dalam program makan bergizi gratis,negatif
musik terlalu kuat sangat mengganggu jadi yang dijelaskan adalah musik,netral
kirain ada perubahan yang lebih baik dari mbak sri ternyata malah sebaliknya hopeles,negatif
makan bergizi gratis program bagus tuk dapur yang amanah tapi tuk dapur yang nakal ini dijadikan ladang korupsi dengan merapel makanan yang dihitung harga tidak sesuai makanan yang dikirim dan variasi makan terutam didaerah hy diberi biskuit warungan dan terkadang ada pengawet makanannya,negatif
yok kita jual dollar kita ke rupiah mumpung lagi mahal nih,positif
ekonomi domestik tumbuh kuat ibarat jalan ke kiri tapi optimis arahnya sudah ke kanan,negatif
sebenarnya tuh pengennya harga bahan pokok stabil dulu ya baru fokus ke program lainnya,netral
2045 indonesia emas 280juta jiwa warga indonesia semua kaya kaya tunggu saja tahun 2045,positif
mantap kl bisa naik lagi bunga 60% hahahaha,negatif
kenapa sampai numggui tahun depan tetep saja tambah yungsep,positif
rejim dan perangkatnya terus membusuk krisis kepercayaan,netral
serok rugi beli 4750 per lot sekarang jeblok okelah saya tunggu,netral
makan bergizi gratis kopdes bahkan prabowo gibran beban rakyat indonesia,negatif
diusir mertua karena tercium sebagai antek antek aseing,negatif
termul juga tu chef nya,netral
negara eksportir pala kamu noh keluar rumah liat yang di jalan jalan jualan makanan tuh warga apa noh liat di shopee barang barang yang dijual murah itu produk mana,negatif
prediksi apabila dalam berbagai aspek proses kinerja ber negara di indonesia on the track 40% insyaallah indonesia sejahtera prediksi apabila dalam berbagai aspek proses kinerja ber negara di indonesia on the track 60% insyaallah indonesia mengalahkan brunai kutipan prediksi intuitif yang didasarkan pada pengalaman keahlian berarti seseorang membuat prediksi berdasarkan perasaan atau firasat yang muncul dari pengalaman mereka yang mendalam dalam bidang tertentu intuisi ini memungkinkan seseorang untuk cepat dan tepat dalam membuat keputusan atau penilaian sering kali tanpa perlu analisis mendalam,positif
harga nyesuai pasar ya jadi harga naik karena permintaan bnyak bukan untung banyak terus,negatif
pemerintah harus segera melakukan intervensi harga tbs jika para pengusaha itu tidak patuh langsung cabut izinnya ambil alih kebunnya,positif
pindah k desa bapak desa pakai rupiah bukan dollar,negatif
aku tak yakin badan ni kelak tidak akan jadi sarang korup karena aparat yng kan bekerja di badan ini jujur pasti korup,negatif
negara tempat maling maling berdasi,negatif
menarik juga ya mas perbandingannya memang soal gizi di sekolah ini pr besar kita bersama mudah mudahan ke depan makin banyak perbaikan,netral
badut gua nyesel pilih kamu badut bos maling teriak maling badut,negatif
pelemahan mata uang ini adalah fenomena global yang dampaknya dirasakan banyak negara bukan kesalahan pemerintah bank indonesia dan pemerintah sudah bekerja maksimal dengan langkah langkah strategis untuk menjaga fundamental ekonomi kita agar tetap kuat,positif
hanya 26org itu mungkin yang dipusat bagaimana yang didaerah ada brp ribu orang terus kalau sudah ketahuan apakah mau diadili dihukum dan disita assetnya atau mau diabolisi sprt hasto,netral
kalau sudah bubar mau sabar bagaimana lagi bos prabowo paling kabur lagi ke yordan,negatif
semoga perekonomian indonesia membaik dan bsa memulihkan pertumbuhan ekonomi selanjutnya,positif
fatur sayid ya allah anda ini uda bego ngeyel lagi baca dulu di google apa itu surat utang negara pajak dan bedanya sama utang coba dipelajari dulu bodoh sih tidak masalah asal jangan ngeyel dan belagu kebodohan kok malah disombongin,negatif
rezim tidak sadar saja ketika rumah bu menkeu saat itu dijarah secara terorganisir dikiranya pihak asing tidak melihat ya,negatif
swasta seharusnya bukan cuma jualan sekedar cari untung tapi bangun kilang di indonesia,negatif
harusnya bu sri mulyani ikut diajak rapat juga jangan salah lho beliau masih disukai pasar,positif
antek antek asing adalah penghianat negeri yang tidak suka negerinya mandiri,negatif
kalau tidak paham ekonomi jangan sok tahu pertumbuhan ekonomi digenjot spt vietnam 8% maka resiko pelemahan mata uang dalam negeri tapi masih terkotrol,positif
kalau bayar tidak pakai dollar bagaimana biar tidak ketergantungan sama dollar,negatif
negara cina senang kalao mata uangnya lagi turun ini kesempatan mereka langsung tingkatkan ekspornya supaya barang barang produk mereka habis terjual kita jangan mau kalah teori,negatif
mantap indonesia di ketawain malasia harga sawet indonesia jatuh karna di atur bumn tidak sampai separuh harga sawet malasia,positif
bereskan musuh dalam selimut koruptor politisi busuk dan mafia mafia waspadalah mereka berpotensi menjadi pengkhianat negara yang tidak ingin melihat indonesia maju,positif
beneran kocak ini makan bergizi gratis dan kopdes sudah hancur pun masih jalan dah gila bener bener,negatif
bukannya mikirin negeri sendiri ini presiden nya malah sibuk keluar negeri terus boro boro terjun ke lapangan liat kondisi rakyatnya malah seneng banget keluar negeri,negatif
anggota board of pork lndondesh akan dihancurkan tian gkok,netral
setelah masuk circle badut lama lama dia pun jadi badut kemarin bilang juni ada kejutan rupiah bisa 15k eh omong omong,negatif
ghofirullohirfanulhakim9840 yang jadi masalah utamanya adalah pengelolaan apbn pemerintah yang jelas dinilai amburadul kalau pengelolaan ekonomi dan apbn benar dan produktif mau pemberitaan nya negatif investor juga oasti berbondong bondong masuk investor internasional tidak buta tuli dan bodoh apalagi informasi kini bisa cepat didapatkan dari berbagai pihak dan sebegitu banyaknya kedutaan besar asing di indonesia memang tidak bisa memberikan data perkiraan masing masing kepada negaranya terutama para investor besar dari negaranya yang akan berinvestasi ke dalam negeri kita,negatif
arep 18rbu 20rbu tidak po po nek deso tetep aman,negatif
iya si prabowo kan imigran yordania,netral
soal cerita matematika 1 setiap 1 sppg melayani kurang lebih 20 sekolah saat ini sudah ada 22000 yang siap beroperasi artinya total yang dikirim 440000 sekolah singkat cerita setiap 1 sekolah mempunyai 4 kantin 2 kantin sedang sekarat dan 2 kantin lagi sudah gulung tikar brp total kantin yang gulung tikar 2 ada seorang ibu yang bernama nanik kebetulan nanik ini sudah ditinggal suaminya ke alam baka pekerjaan ibu nanik ini berjualan dikantin sekolah sudah 5 tahun lamanya semenjak suaminya meninggal ibu nanik harus berjualan di kantin sekolah demi menghidupi 3 orang anaknya namun karena makan bergizi gratis ibu nanik harus gulung tikar karena terus terusan nombok jika setiap kantin yang gulung tikar tadi bernasib seperti ibu nanik berapakah total anak anak yang menjadi korban 3 jika 1 sppg mempunyai 20 karyawan untuk melayani 20 sekolah berapakah total pekerja baru 4 silahkan bandingkan dengan total soal 1 2 dan 3 5 tambahan pangeran beruang yang baik hati membagikan ikan ikan gratis untuk warga desa setiap harinya namun pangeran beruang tidak tahu kalau di desanya ada pasar ikan siapakah yang paling dirugikan dari bagi bagi ini yang bisa jawab gua kasih makan bergizi gratis dari kudus wahahah,positif
sambaltahukecap tenang saja bro purbaya senyum saja bisa nahan rupiah kalau purbaya ketawa rupiah bisa turun ke 15000 sesuai sama statementnya,netral
prabowo pengecut sampai saat ini berantas korupsibtebang pilih jokowi belum diproses megakorupt or nkri,positif
cari duit 300t begitu susah tapi habis buat makan bergizi gratis setiap tahun juga segitu,negatif
tidak usah kuatir kokori ada solusinya,negatif
sudah di ajarkan oleh leluhur lewat lagu dedalane guno lawan sekti kudu andhap asor wani ngalah luhur bebudene artinya ya ini untuk mencapai tujuan besar kita harus berani mengalah dulu,netral
bayang bayang kehancuran menyedihkan sibos tetap saja ngotot tidak mau mwlakukan penghematan pengeluaran,positif
di semua lembaga dan instansi sudah pada banyak penghianat ibarat pohon dari akar sampai pucuk sudah banyak ulat pengerat bagusnya di tebang saja ganti pohon baru biar sehat,negatif
sampai kapan kami sebagai rakyat indonesia sllu menderita akibat ulah koruptor koruptor yang sllu mengambil uang rakyat,negatif
tenang patokan indonesia kan bps yang selalu menambahkan 03 05% dari perhitungan badan global,negatif
tolong pak sertifikasi kami bulan april dicairkan,positif
wah jangan dikasi mic lagi nanggepin ginian,netral
semoga perekonomian indonesia cepat pulih dan stabil semangat untuk indonesia,positif
ndobol jare impor soko usa pak,positif
orang desa tidak butuh dollar tenang saja,netral
kejadian kaya gini sudah biasa dari tempo dulu tidak ush takut maju terus,positif
prabowo kalao pidato gga ada isinya cuman omong omong doanki,negatif
tidak becus urus negara si omong omong tukang ngibul,negatif
fatur sayid devisa datang dari export yang selama ini lebih besar dari import,negatif
kelas profesor kok pernyataannya gitu doang tidak kelas,netral
indonesia saja mau import ayam dari amerika dari china sudah import ayam dan telor kok ngaco mau ekspor ke saudi,negatif
kan sudah saya diprediksi bakalan dikorufsi oleh pelaksana pelaksana dilapangan yang ditunjuk pemerintah yaitu yayasan yayasannya kan orang orang pendukung prabowo dipilpres ini cuma modus saja untuk membiayai yayasan yang koruf itu,negatif
kita harus pinter bermain cantik menghadapi krismon nanti jika rupiah jatuh terus,netral
prabowo harus legowo mundur karena setiap ucapannya menyakiti investor pengusaha dan rakyat,positif
pecat saja ini mentri anak anak remaja darurat narkoba bukan kekurangan gizi narkoba seperti bisnis utama saat ini sudah sangat mengerikan,positif
mundur sejarah mencatat rupiah melemah sepanjang sejarah dan anda menkeu nya,netral
perusahaan tidak punya modal kalau gada pasar saham sisa umkm gurem doank yang kreditnya pada macet di bank,negatif
selama kebutuhan masyarakat terutama dibidang pangan murah dan lancar dan apbn mampu membayar utang negara sekalipun dollar terus naik tidak masalah pertimbangan saya lebih banyak masyarakat hanya membutuhkan makan dan selama ini yang terjadi wahai negara harus tetap tegar,negatif
kali kali kecepatan videonya lama kali itu lansia ngomong sudah paling benar kursi pemerintahan diisi oleh muda mudi sesuai latar pendidikan dan pengalamannya,negatif
ke luar negeri enggak ada manfaat nya investor enggak percaya tapi yang mempin kosong,negatif
yaah padahal pak purbaya sudah kucurkan dana,positif
impor dulu ikut apec padahal,netral
sudah ngaco ngomongnya katanya rupiah akan menguat,negatif
di hentikan saja tidak ada guna bergizi gratis apanya kalau bergiizi kasih makan udang sayur susu sapi telor dst ini mah makan bergizi gratis isinya roti naget lagi gorengan,negatif
ini kejadiannya mirip era zaman soeharto coba cek dulu beras indonesia surplus tidak padahal untk saat ini harga beras rata rata untk saat ini naik harganya itu artinya pasokan di pasar turun bagaimana ni pak menteri dan pemerintah ini,negatif
comment itu bebas asal tidak nyerang pribadi yang comment,negatif
makan bergizi gratis jalan borong mobil merah putih dri india jalan juga kalau rugi jangan maksain pak,negatif
estherinaveronica7506 5000 dollar yang dijanjikan itu janji orang tholol yang ngitung 2 8 11,negatif
kalau benar 1 t sehari bisa bikin pabrik 1 nyerap lapangan pekerjaan,netral
lanjutkan tpi pakai duit presiden,negatif
coba tanya chatgpt kenapa dan bagaimana mungkin chatgpt lebih bijak dari para menterinya,negatif
yu bisa ihsg ke 500 dan rupiah 100000,positif
ada orang bkin kopi jauh dah kecium wangi kopi khas bngt,netral
buang dollar amerika bikin resek lndonesia ganti bricks aman lndonesiaku jos,netral
bunga kredit tambah naik tapi rupiah tetap anjlok ke 17800,negatif
ironinya video ini iklannya paylater pinjol dan lain lain,netral
yang kaya para pemilik dapur makan bergizi gratis,negatif
mau di tambah 0 nya berapapun yang ada kalkulator kita malah tambah eror,netral
jangan dipaksakan makan bergizi gratis nya dah terbukti kacay balau malah jadi ajang korupsi,negatif
tugas pemerintah pusat termasuk mentri ekonomi bagaimana caranya dollar menguat ekonomi indonesia tetap stabil apakah bisa jangan cuma omong omong doang ini tugas kalian kami sebagai rakyat sudah bayar pajak sesuai aturan tinggal anda bekerja suruh tuh bocah ingusan kerja,positif
sumber pendapatan negara saja 80% dari pajak kemana sumber daya yang katanya kaya,negatif
dari semula rakyat sudah menduga program makan bergizi gratis bakal menciptakan mega korupsi dari pengada an motor listrik saja sudah tidak masuk akal tapi suara rakyat sudah tidak di dengar belum lagi yang punya dapur makan bergizi gratis dalam satu minggu saja sudah menjadi orang kaya baru,negatif
yang susah para elit elit rakyat kecil biasa biasa saja rupiah melemah,negatif
mudah2an yang ngontrak bukan kaki tangannya soros,negatif
bapak botak ini mengerti arti swasembada kah,netral
jadi orang bodoh terjajah kita malah bangga,netral
naikkan bunga deposito bank naikkan jaminan bunga lps jaminan lps lebih rendah dari suku bunga dollar bagaimana orang tak membeli dollar dan simpan di luar negeri alasan saja kl lps menjamin suku bunga rendah agar pinjaman rendah nyatanya sukubunga pinjaman tetap tinggi spred antara pinjaman dan tabungan terlalu tinggi beda diatas 5% bandingan sama negara tetangga,netral
sebelum share atau komen yuk cek dulu faktanya di era informasi seperti sekarang yang paling berbahaya bukan musuh dari luar tapi kita sendiri yang mudah terprovokasi jangan sampai kita jadi alat adu domba tanpa sadar stay kritis stay cerdas,netral
otak pertama korupsi makan bergizi gratis jelas soni sanjaya karena dia tim verifikasi kalau tidak bayar tidak lolos verifikasi jangan percaya soni dia di podcast berani ber sumpah di bawah 30 alqur an agama saja buat main sumpah jelas dia orang munafik,negatif
nanti yang sekarang korupsi pasti akan mengembalikan uangnya semuanya maka korupsi akan semakin sulit dilakukan di indonesia,positif
jangan buat analisis yang salah,positif
tidak usah nunggu perintah jarak 1 m maling ditembak mati paling pak prabowo tidak brani mecat kamu pur,negatif
benar ini hasil kerja pak jokowi yang kata pendukung nya paling hebat mana hancur lah rakyat mulai terlihat,negatif
sing seng song asing asing asong,negatif
ini sibotak masih saja di kasih panggung padahal sibotok ini sedang di tanyakan kepakaranya kenapa karena sudah kalah data dengan mentri arm sampai sampai beliau sudah kaya ayam sayur,positif
sebagai murid mekanik pakistan sangat setuju tuan,netral
masyrakat pasti mendukung makan bergizi gratis yang bersih dan transparan,negatif
zulkufli hasan hidungnya sama dengan mulut emberr pantasan korup,netral
semoga saja satu dollar satu rupiah,positif
prabowo saja yang mundur kacau prabowo yang memimpin semua mahal beginilah kalau pemimpin pembisnis semua mahal bikin susah rakyat,negatif
negara harus berhemat pengeluaran jangan menghamburkan uang untuk keluar negri dan lain lain hapus korupsi seakar seakar nya sikat judi online dan lain lain,positif
yng namanyah alpon ini darahnyh mana aspal bangeut,negatif
makan bergizi gratis bagusnya untuk orang tidak mampu bagi orang yang mampu bawa sendiri,negatif
terima kasih atas atensinya sobatrupiah,netral
sehat selalu pak presiden prabowo dan pak menku purbaya semangat terus,positif
anaknya kenyang di sekolah bapaknya nangis nyicil kpr belum lagi resiko phk pemerintah terbaik,positif
asing outflow terus likuiditas market kering disengaja atau tidak,netral
rupiah anjlok saham anjlok karena trust anjlok inti dari masalah ini adalah sdm rendahan tapi merasa pintar,negatif
kalau ngomong ke masyarakat kita sudah swasembada beras stok 4500 ton tapi tau tau impor 1000 ton bagaimana negara indonesia ini punya menteri semua kok nggk ada yang jelas bagaimana negara ini akan terus bisa berjalan kalau para pemangku kepentingan nggk ada yang jujur hanya bicara a b s asal bapak senang ini terjadi di semua lini pemerintah kalau ini semua terus berjalan nggk lama pemerintah indonesia akan runtuh kita tunggu saja sudah banyak analisis megurarakan seperti yang saya sampaikan,positif
indon tidak punyai market integrity bro pelaku pasar tidak percaya dengan saham saham yang ada dimarket bro semua saham dimanipulasi oleh company besar bro itu masaalah nye bro semua saham dikuasai oleh orang orang kaya saja,negatif
yang benar bu srimulyani dan retno marzuki,positif
makanya kita dukung upaya pemerintah menuntaskannya tapi tak harus instan,positif
mantab kalau bisa 25 ribu memang saya pikirin kembali ke tahun 70an makan singkong,netral
tidak usah makan beras makan tiwul saja biar nga dikorupsi,positif
riri apriani kesel saya mbak liatnya sudah tahu salah bodoh gagal paham ngeyel ngotot sombong ngatain orang pula saya sedih bayangin orgtuanya yang ngasi makan dari kecil ternyata uda besar jdinya begini,negatif
jangan hidup di indonesia bang kalau berat kabur saja ke luar negeri malas hidup di indonesia,positif
laah kok malah ngimpor sampah kesepakatan jadi budak amerika merdeka tapi belum merdeka,negatif
imdonesia stop eksport beras ke malaysia,netral
asek saatnya lanjut tamatkan rejim iblis gurun iran ayatulloloch,netral
fatur sayid halo pernah belajar ekonomi tidak atau mengerti tentang keuangan moneter cadangan devisa ini didapat dari penarikan hutang yang sudah jatuh tempo hasil lelang surat berharga dan penerimaan pajak memang kalau otak kotor dan hati kotor ya gitu,negatif
ternyata bapak ini bisa kerja maaf pakk sudah ikut menghujat,negatif
intinya nilai rupiah anjlok kalau anjlok apakah bagus kalau yang dungu pasti bilang bagus,negatif
mana kokori lihat tu buka mata mu yang sepet besar,negatif
